"TIME","GEO","CROP_PRO","STRUCPRO","Value","Flag and Footnotes"
"2005","Ticino","ha: Fodder crops - temporary grass","Total","400",""
"2005","Ticino","ha: Total: Other green fodder: Fodder crops","Total","230",""
"2005","Ticino","ha: Green maize: Other green fodder: Fodder crops","Total","230",""
"2005","Ticino","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Finland","ha: Utilised agricultural area","Total","2 292 290",""
"2007","Finland","ha: Arable land","Total","2 248 060",""
"2007","Finland","ha: Common wheat and spelt","Total","203 900",""
"2007","Finland","ha: Durum wheat","Total","0",""
"2007","Finland","ha: Rye","Total","31 960",""
"2007","Finland","ha: Barley","Total","550 120",""
"2007","Finland","ha: Oats","Total","381 000",""
"2007","Finland","ha: Grain maize","Total","0",""
"2007","Finland","ha: Rice","Total","0",""
"2007","Finland","ha: Other cereals","Total","1 350",""
"2007","Finland","ha: Pulses - total","Total","5 170",""
"2007","Finland","ha: Potatoes","Total","27 590",""
"2007","Finland","ha: Sugar beet","Total","15 960",""
"2007","Finland","ha: Fodder roots and brassicas","Total","0",""
"2007","Finland","ha: Industrial crops - total","Total","131 890",""
"2007","Finland","ha: Tobacco","Total","0",""
"2007","Finland","ha: Hops","Total","0",""
"2007","Finland","ha: Cotton","Total","0",""
"2007","Finland","ha: Rape and turnip","Total","90 200",""
"2007","Finland","ha: Sunflower","Total","100",""
"2007","Finland","ha: Soya","Total","0",""
"2007","Finland","ha:  Other oil-seed or fibre crops","Total","2 260",""
"2007","Finland","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Finland","ha: Under glass: Flowers and ornemental plants","Total","160",""
"2007","Finland","ha: Fodder crops - total","Total","657 770",""
"2007","Finland","ha: Fodder crops - temporary grass","Total","652 150",""
"2007","Finland","ha: Total: Other green fodder: Fodder crops","Total","5 620",""
"2007","Finland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Finland","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Itä-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total","339 500",""
"2007","Itä-Suomi (NUTS 2006)","ha: Arable land","Total","331 300",""
"2007","Itä-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total","5 360",""
"2007","Itä-Suomi (NUTS 2006)","ha: Durum wheat","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Rye","Total","1 910",""
"2007","Itä-Suomi (NUTS 2006)","ha: Barley","Total","52 800",""
"2007","Itä-Suomi (NUTS 2006)","ha: Oats","Total","45 890",""
"2007","Itä-Suomi (NUTS 2006)","ha: Grain maize","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Rice","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Other cereals","Total","370",""
"2007","Itä-Suomi (NUTS 2006)","ha: Pulses - total","Total","110",""
"2007","Itä-Suomi (NUTS 2006)","ha: Potatoes","Total","1 210",""
"2007","Itä-Suomi (NUTS 2006)","ha: Sugar beet","Total","100",""
"2007","Itä-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Industrial crops - total","Total","10 850",""
"2007","Itä-Suomi (NUTS 2006)","ha: Tobacco","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Hops","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Cotton","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Rape and turnip","Total","2 060",""
"2007","Itä-Suomi (NUTS 2006)","ha: Sunflower","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Soya","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total","20",""
"2007","Itä-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total","20",""
"2007","Itä-Suomi (NUTS 2006)","ha: Fodder crops - total","Total","178 720",""
"2007","Itä-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total","177 250",""
"2007","Itä-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total","1 460",""
"2007","Itä-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Itä-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total","813 740",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Arable land","Total","800 520",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total","152 640",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Durum wheat","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Rye","Total","18 740",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Barley","Total","211 060",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Oats","Total","122 180",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Grain maize","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Rice","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Other cereals","Total","300",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Pulses - total","Total","4 160",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Potatoes","Total","4 200",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Sugar beet","Total","9 970",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Industrial crops - total","Total","59 350",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Tobacco","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Hops","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Cotton","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Rape and turnip","Total","51 330",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Sunflower","Total","70",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Soya","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total","1 220",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total","80",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Fodder crops - total","Total","116 910",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total","115 880",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total","1 030",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Etelä-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Länsi-Suomi","ha: Utilised agricultural area","Total","793 230",""
"2007","Länsi-Suomi","ha: Arable land","Total","784 310",""
"2007","Länsi-Suomi","ha: Common wheat and spelt","Total","39 170",""
"2007","Länsi-Suomi","ha: Durum wheat","Total","0",""
"2007","Länsi-Suomi","ha: Rye","Total","9 710",""
"2007","Länsi-Suomi","ha: Barley","Total","210 540",""
"2007","Länsi-Suomi","ha: Oats","Total","171 460",""
"2007","Länsi-Suomi","ha: Grain maize","Total","0",""
"2007","Länsi-Suomi","ha: Rice","Total","0",""
"2007","Länsi-Suomi","ha: Other cereals","Total","520",""
"2007","Länsi-Suomi","ha: Pulses - total","Total","820",""
"2007","Länsi-Suomi","ha: Potatoes","Total","16 020",""
"2007","Länsi-Suomi","ha: Sugar beet","Total","5 350",""
"2007","Länsi-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2007","Länsi-Suomi","ha: Industrial crops - total","Total","54 890",""
"2007","Länsi-Suomi","ha: Tobacco","Total","0",""
"2007","Länsi-Suomi","ha: Hops","Total","0",""
"2007","Länsi-Suomi","ha: Cotton","Total","0",""
"2007","Länsi-Suomi","ha: Rape and turnip","Total","34 350",""
"2007","Länsi-Suomi","ha: Sunflower","Total","10",""
"2007","Länsi-Suomi","ha: Soya","Total","0",""
"2007","Länsi-Suomi","ha:  Other oil-seed or fibre crops","Total","990",""
"2007","Länsi-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Länsi-Suomi","ha: Under glass: Flowers and ornemental plants","Total","50",""
"2007","Länsi-Suomi","ha: Fodder crops - total","Total","195 040",""
"2007","Länsi-Suomi","ha: Fodder crops - temporary grass","Total","193 230",""
"2007","Länsi-Suomi","ha: Total: Other green fodder: Fodder crops","Total","1 810",""
"2007","Länsi-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Länsi-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Utilised agricultural area","Total","325 880",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Arable land","Total","318 330",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Common wheat and spelt","Total","5 270",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Durum wheat","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Rye","Total","1 350",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Barley","Total","74 900",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Oats","Total","39 790",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Grain maize","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Rice","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Other cereals","Total","150",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Pulses - total","Total","70",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Potatoes","Total","5 290",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Sugar beet","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Fodder roots and brassicas","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Industrial crops - total","Total","6 640",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Tobacco","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Hops","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Cotton","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Rape and turnip","Total","2 300",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Sunflower","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Soya","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Under glass: Flowers and ornemental plants","Total","10",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Fodder crops - total","Total","160 930",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Fodder crops - temporary grass","Total","159 690",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Total: Other green fodder: Fodder crops","Total","1 240",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Pohjois-Suomi (NUTS 2006)","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Helsinki-Uusimaa","ha: Utilised agricultural area","Total","186 810",""
"2007","Helsinki-Uusimaa","ha: Arable land","Total","183 050",""
"2007","Helsinki-Uusimaa","ha: Common wheat and spelt","Total","50 900",""
"2007","Helsinki-Uusimaa","ha: Durum wheat","Total","0",""
"2007","Helsinki-Uusimaa","ha: Rye","Total","5 750",""
"2007","Helsinki-Uusimaa","ha: Barley","Total","36 790",""
"2007","Helsinki-Uusimaa","ha: Oats","Total","21 460",""
"2007","Helsinki-Uusimaa","ha: Grain maize","Total","0",""
"2007","Helsinki-Uusimaa","ha: Rice","Total","0",""
"2007","Helsinki-Uusimaa","ha: Other cereals","Total","10",""
"2007","Helsinki-Uusimaa","ha: Pulses - total","Total","1 000",""
"2007","Helsinki-Uusimaa","ha: Potatoes","Total","500",""
"2007","Helsinki-Uusimaa","ha: Sugar beet","Total","1 060",""
"2007","Helsinki-Uusimaa","ha: Fodder roots and brassicas","Total","0",""
"2007","Helsinki-Uusimaa","ha: Industrial crops - total","Total","14 770",""
"2007","Helsinki-Uusimaa","ha: Tobacco","Total","0",""
"2007","Helsinki-Uusimaa","ha: Hops","Total","0",""
"2007","Helsinki-Uusimaa","ha: Cotton","Total","0",""
"2007","Helsinki-Uusimaa","ha: Rape and turnip","Total","13 320",""
"2007","Helsinki-Uusimaa","ha: Sunflower","Total","50",""
"2007","Helsinki-Uusimaa","ha: Soya","Total","0",""
"2007","Helsinki-Uusimaa","ha:  Other oil-seed or fibre crops","Total","230",""
"2007","Helsinki-Uusimaa","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Helsinki-Uusimaa","ha: Under glass: Flowers and ornemental plants","Total","20",""
"2007","Helsinki-Uusimaa","ha: Fodder crops - total","Total","23 920",""
"2007","Helsinki-Uusimaa","ha: Fodder crops - temporary grass","Total","23 700",""
"2007","Helsinki-Uusimaa","ha: Total: Other green fodder: Fodder crops","Total","220",""
"2007","Helsinki-Uusimaa","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Helsinki-Uusimaa","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Etelä-Suomi","ha: Utilised agricultural area","Total","626 930",""
"2007","Etelä-Suomi","ha: Arable land","Total","617 470",""
"2007","Etelä-Suomi","ha: Common wheat and spelt","Total","101 740",""
"2007","Etelä-Suomi","ha: Durum wheat","Total","0",""
"2007","Etelä-Suomi","ha: Rye","Total","12 990",""
"2007","Etelä-Suomi","ha: Barley","Total","174 260",""
"2007","Etelä-Suomi","ha: Oats","Total","100 720",""
"2007","Etelä-Suomi","ha: Grain maize","Total","0",""
"2007","Etelä-Suomi","ha: Rice","Total","0",""
"2007","Etelä-Suomi","ha: Other cereals","Total","290",""
"2007","Etelä-Suomi","ha: Pulses - total","Total","3 160",""
"2007","Etelä-Suomi","ha: Potatoes","Total","3 700",""
"2007","Etelä-Suomi","ha: Sugar beet","Total","8 910",""
"2007","Etelä-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2007","Etelä-Suomi","ha: Industrial crops - total","Total","44 580",""
"2007","Etelä-Suomi","ha: Tobacco","Total","0",""
"2007","Etelä-Suomi","ha: Hops","Total","0",""
"2007","Etelä-Suomi","ha: Cotton","Total","0",""
"2007","Etelä-Suomi","ha: Rape and turnip","Total","38 010",""
"2007","Etelä-Suomi","ha: Sunflower","Total","30",""
"2007","Etelä-Suomi","ha: Soya","Total","0",""
"2007","Etelä-Suomi","ha:  Other oil-seed or fibre crops","Total","990",""
"2007","Etelä-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Etelä-Suomi","ha: Under glass: Flowers and ornemental plants","Total","60",""
"2007","Etelä-Suomi","ha: Fodder crops - total","Total","92 990",""
"2007","Etelä-Suomi","ha: Fodder crops - temporary grass","Total","92 180",""
"2007","Etelä-Suomi","ha: Total: Other green fodder: Fodder crops","Total","810",""
"2007","Etelä-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Etelä-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Pohjois- ja Itä-Suomi","ha: Utilised agricultural area","Total","665 380",""
"2007","Pohjois- ja Itä-Suomi","ha: Arable land","Total","649 630",""
"2007","Pohjois- ja Itä-Suomi","ha: Common wheat and spelt","Total","10 630",""
"2007","Pohjois- ja Itä-Suomi","ha: Durum wheat","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Rye","Total","3 260",""
"2007","Pohjois- ja Itä-Suomi","ha: Barley","Total","127 710",""
"2007","Pohjois- ja Itä-Suomi","ha: Oats","Total","85 680",""
"2007","Pohjois- ja Itä-Suomi","ha: Grain maize","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Rice","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Other cereals","Total","520",""
"2007","Pohjois- ja Itä-Suomi","ha: Pulses - total","Total","180",""
"2007","Pohjois- ja Itä-Suomi","ha: Potatoes","Total","6 500",""
"2007","Pohjois- ja Itä-Suomi","ha: Sugar beet","Total","100",""
"2007","Pohjois- ja Itä-Suomi","ha: Fodder roots and brassicas","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Industrial crops - total","Total","17 490",""
"2007","Pohjois- ja Itä-Suomi","ha: Tobacco","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Hops","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Cotton","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Rape and turnip","Total","4 360",""
"2007","Pohjois- ja Itä-Suomi","ha: Sunflower","Total","10",""
"2007","Pohjois- ja Itä-Suomi","ha: Soya","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha:  Other oil-seed or fibre crops","Total","30",""
"2007","Pohjois- ja Itä-Suomi","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Under glass: Flowers and ornemental plants","Total","30",""
"2007","Pohjois- ja Itä-Suomi","ha: Fodder crops - total","Total","339 650",""
"2007","Pohjois- ja Itä-Suomi","ha: Fodder crops - temporary grass","Total","336 950",""
"2007","Pohjois- ja Itä-Suomi","ha: Total: Other green fodder: Fodder crops","Total","2 710",""
"2007","Pohjois- ja Itä-Suomi","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Pohjois- ja Itä-Suomi","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Åland","ha: Utilised agricultural area","Total","19 930",""
"2007","Åland","ha: Arable land","Total","13 600",""
"2007","Åland","ha: Common wheat and spelt","Total","1 460",""
"2007","Åland","ha: Durum wheat","Total","0",""
"2007","Åland","ha: Rye","Total","250",""
"2007","Åland","ha: Barley","Total","820",""
"2007","Åland","ha: Oats","Total","1 690",""
"2007","Åland","ha: Grain maize","Total","0",""
"2007","Åland","ha: Rice","Total","0",""
"2007","Åland","ha: Other cereals","Total","0",""
"2007","Åland","ha: Pulses - total","Total","20",""
"2007","Åland","ha: Potatoes","Total","860",""
"2007","Åland","ha: Sugar beet","Total","540",""
"2007","Åland","ha: Fodder roots and brassicas","Total","0",""
"2007","Åland","ha: Industrial crops - total","Total","180",""
"2007","Åland","ha: Tobacco","Total","0",""
"2007","Åland","ha: Hops","Total","0",""
"2007","Åland","ha: Cotton","Total","0",""
"2007","Åland","ha: Rape and turnip","Total","150",""
"2007","Åland","ha: Sunflower","Total","0",""
"2007","Åland","ha: Soya","Total","0",""
"2007","Åland","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Åland","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Åland","ha: Under glass: Flowers and ornemental plants","Total","0",""
"2007","Åland","ha: Fodder crops - total","Total","6 160",""
"2007","Åland","ha: Fodder crops - temporary grass","Total","6 090",""
"2007","Åland","ha: Total: Other green fodder: Fodder crops","Total","80",""
"2007","Åland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Åland","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Norway","ha: Utilised agricultural area","Total","1 031 990",""
"2007","Norway","ha: Arable land","Total","616 640",""
"2007","Norway","ha: Common wheat and spelt","Total","91 220",""
"2007","Norway","ha: Durum wheat","Total","0",""
"2007","Norway","ha: Rye","Total","7 630",""
"2007","Norway","ha: Barley","Total","140 670",""
"2007","Norway","ha: Oats","Total","72 390",""
"2007","Norway","ha: Grain maize","Total","0",""
"2007","Norway","ha: Rice","Total","0",""
"2007","Norway","ha: Other cereals","Total","720",""
"2007","Norway","ha: Pulses - total","Total","0",""
"2007","Norway","ha: Potatoes","Total","14 470",""
"2007","Norway","ha: Sugar beet","Total","0",""
"2007","Norway","ha: Fodder roots and brassicas","Total","0",""
"2007","Norway","ha: Industrial crops - total","Total","6 200",""
"2007","Norway","ha: Tobacco","Total","0",""
"2007","Norway","ha: Hops","Total","0",""
"2007","Norway","ha: Cotton","Total","0",""
"2007","Norway","ha: Rape and turnip","Total","6 200",""
"2007","Norway","ha: Sunflower","Total","0",""
"2007","Norway","ha: Soya","Total","0",""
"2007","Norway","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Norway","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Norway","ha: Under glass: Flowers and ornemental plants","Total","110",""
"2007","Norway","ha: Fodder crops - total","Total","265 960",""
"2007","Norway","ha: Fodder crops - temporary grass","Total","252 940",""
"2007","Norway","ha: Total: Other green fodder: Fodder crops","Total","13 010",""
"2007","Norway","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Norway","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Oslo og Akershus","ha: Utilised agricultural area","Total","79 620",""
"2007","Oslo og Akershus","ha: Arable land","Total","73 370",""
"2007","Oslo og Akershus","ha: Common wheat and spelt","Total","18 690",""
"2007","Oslo og Akershus","ha: Durum wheat","Total","0",""
"2007","Oslo og Akershus","ha: Rye","Total","1 530",""
"2007","Oslo og Akershus","ha: Barley","Total","19 020",""
"2007","Oslo og Akershus","ha: Oats","Total","22 070",""
"2007","Oslo og Akershus","ha: Grain maize","Total","0",""
"2007","Oslo og Akershus","ha: Rice","Total","0",""
"2007","Oslo og Akershus","ha: Other cereals","Total","0",""
"2007","Oslo og Akershus","ha: Pulses - total","Total","0",""
"2007","Oslo og Akershus","ha: Potatoes","Total","680",""
"2007","Oslo og Akershus","ha: Sugar beet","Total","0",""
"2007","Oslo og Akershus","ha: Fodder roots and brassicas","Total","0",""
"2007","Oslo og Akershus","ha: Industrial crops - total","Total","1 620",""
"2007","Oslo og Akershus","ha: Tobacco","Total","0",""
"2007","Oslo og Akershus","ha: Hops","Total","0",""
"2007","Oslo og Akershus","ha: Cotton","Total","0",""
"2007","Oslo og Akershus","ha: Rape and turnip","Total","1 620",""
"2007","Oslo og Akershus","ha: Sunflower","Total","0",""
"2007","Oslo og Akershus","ha: Soya","Total","0",""
"2007","Oslo og Akershus","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Oslo og Akershus","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Oslo og Akershus","ha: Under glass: Flowers and ornemental plants","Total","10",""
"2007","Oslo og Akershus","ha: Fodder crops - total","Total","8 010",""
"2007","Oslo og Akershus","ha: Fodder crops - temporary grass","Total","7 290",""
"2007","Oslo og Akershus","ha: Total: Other green fodder: Fodder crops","Total","720",""
"2007","Oslo og Akershus","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Oslo og Akershus","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Hedmark og Oppland","ha: Utilised agricultural area","Total","212 190",""
"2007","Hedmark og Oppland","ha: Arable land","Total","152 610",""
"2007","Hedmark og Oppland","ha: Common wheat and spelt","Total","13 580",""
"2007","Hedmark og Oppland","ha: Durum wheat","Total","0",""
"2007","Hedmark og Oppland","ha: Rye","Total","1 060",""
"2007","Hedmark og Oppland","ha: Barley","Total","43 470",""
"2007","Hedmark og Oppland","ha: Oats","Total","18 760",""
"2007","Hedmark og Oppland","ha: Grain maize","Total","0",""
"2007","Hedmark og Oppland","ha: Rice","Total","0",""
"2007","Hedmark og Oppland","ha: Other cereals","Total","80",""
"2007","Hedmark og Oppland","ha: Pulses - total","Total","0",""
"2007","Hedmark og Oppland","ha: Potatoes","Total","6 620",""
"2007","Hedmark og Oppland","ha: Sugar beet","Total","0",""
"2007","Hedmark og Oppland","ha: Fodder roots and brassicas","Total","0",""
"2007","Hedmark og Oppland","ha: Industrial crops - total","Total","730",""
"2007","Hedmark og Oppland","ha: Tobacco","Total","0",""
"2007","Hedmark og Oppland","ha: Hops","Total","0",""
"2007","Hedmark og Oppland","ha: Cotton","Total","0",""
"2007","Hedmark og Oppland","ha: Rape and turnip","Total","730",""
"2007","Hedmark og Oppland","ha: Sunflower","Total","0",""
"2007","Hedmark og Oppland","ha: Soya","Total","0",""
"2007","Hedmark og Oppland","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Hedmark og Oppland","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Hedmark og Oppland","ha: Under glass: Flowers and ornemental plants","Total","10",""
"2007","Hedmark og Oppland","ha: Fodder crops - total","Total","65 590",""
"2007","Hedmark og Oppland","ha: Fodder crops - temporary grass","Total","60 400",""
"2007","Hedmark og Oppland","ha: Total: Other green fodder: Fodder crops","Total","5 190",""
"2007","Hedmark og Oppland","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Hedmark og Oppland","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Sør-Østlandet","ha: Utilised agricultural area","Total","196 940",""
"2007","Sør-Østlandet","ha: Arable land","Total","163 530",""
"2007","Sør-Østlandet","ha: Common wheat and spelt","Total","57 570",""
"2007","Sør-Østlandet","ha: Durum wheat","Total","0",""
"2007","Sør-Østlandet","ha: Rye","Total","4 980",""
"2007","Sør-Østlandet","ha: Barley","Total","28 090",""
"2007","Sør-Østlandet","ha: Oats","Total","26 750",""
"2007","Sør-Østlandet","ha: Grain maize","Total","0",""
"2007","Sør-Østlandet","ha: Rice","Total","0",""
"2007","Sør-Østlandet","ha: Other cereals","Total","60",""
"2007","Sør-Østlandet","ha: Pulses - total","Total","0",""
"2007","Sør-Østlandet","ha: Potatoes","Total","3 120",""
"2007","Sør-Østlandet","ha: Sugar beet","Total","0",""
"2007","Sør-Østlandet","ha: Fodder roots and brassicas","Total","0",""
"2007","Sør-Østlandet","ha: Industrial crops - total","Total","3 820",""
"2007","Sør-Østlandet","ha: Tobacco","Total","0",""
"2007","Sør-Østlandet","ha: Hops","Total","0",""
"2007","Sør-Østlandet","ha: Cotton","Total","0",""
"2007","Sør-Østlandet","ha: Rape and turnip","Total","3 820",""
"2007","Sør-Østlandet","ha: Sunflower","Total","0",""
"2007","Sør-Østlandet","ha: Soya","Total","0",""
"2007","Sør-Østlandet","ha:  Other oil-seed or fibre crops","Total","0",""
"2007","Sør-Østlandet","ha: Outdoor: Flowers and ornemental plants","Total","0",""
"2007","Sør-Østlandet","ha: Under glass: Flowers and ornemental plants","Total","30",""
"2007","Sør-Østlandet","ha: Fodder crops - total","Total","29 740",""
"2007","Sør-Østlandet","ha: Fodder crops - temporary grass","Total","28 190",""
"2007","Sør-Østlandet","ha: Total: Other green fodder: Fodder crops","Total","1 550",""
"2007","Sør-Østlandet","ha: Green maize: Other green fodder: Fodder crops","Total","0",""
"2007","Sør-Østlandet","ha: Other fodder crops: leguminous plants: Fodder crops","Total",":",""
"2007","Agder og Rogaland","ha: Utilised agricultural area","Total","132 180",""
"2007","Agder og Rogaland","ha: Arable land","Total","48 750",""
"2007","Agder og Rogaland","ha: Common wheat and spelt","Total","150",""
"2007","Agder og Rogaland","ha: Durum wheat","Total","0",""
"2007","Agder og Rogaland","ha: Rye","Total","0",""
"2007","Agder og Rogaland","ha: Barley","Total","4 130",""
"2007","Agder og Rogaland","ha: Oats","Total","930",""
"2007","Agder og Rogaland","ha: Grain maize","Total","0",""
"2007","Agder og Rogaland","ha: Rice","Total","0",""
"2007","Agder og Rogaland","ha: Other cereals","Total","30",""
"2007","Agder og Rogaland","ha: Pulses - total","Total","0",""
"2007","Agder og Rogaland","ha: Potatoes","Total","1 320",""
"2007","Agder og Rogaland","ha: Sugar beet","Total","0",""
"2007","Agder og Rogaland","ha: Fodder roots and brassicas","Total","0",""
