YLDGAPF(-),  grid_no,  year,  stu_no,      weight(-), TSO(kgDM.ha-1), TLV(kgDM.ha-1), TST(kgDM.ha-1), TRT(kgDM.ha-1), maxLAI(m2.m-2), rootdepth(cm), TAGP(kgDM.ha-1)
     1.000,    52051,  2013,  340013,     1993776435,         523.76,        2173.38,        2718.73,        1700.01,           4.99,         40.00,         5415.88
     1.000,    52051,  2013,  340822,     1308880560,        2577.15,        2372.78,        4123.56,        1746.37,           5.80,         60.00,         9073.49
     1.000,    52051,  2013,  340841,     1219611555,        3289.04,        2372.78,        4222.38,        1746.37,           5.80,        100.00,         9884.20
     1.000,    52051,  2013,  340163,      948586765,        4734.22,        2372.78,        4407.45,        1746.37,           5.80,        120.00,        11514.45
     1.000,    52051,  2013,  340842,      542049580,        4609.02,        2372.78,        4392.27,        1746.37,           5.80,        100.00,        11374.08
     1.000,    52051,  2013,  340821,      436293520,        2577.15,        2372.78,        4123.56,        1746.37,           5.80,         60.00,         9073.49
     1.000,    52051,  2014,  340008,    13956435045,        3869.92,        2106.80,        3368.31,        1670.27,           5.01,         60.00,         9345.03
     1.000,    52051,  2014,  340009,     9968882175,        3869.92,        2106.80,        3368.31,        1670.27,           5.01,         60.00,         9345.03
     1.000,    52051,  2014,  340023,     7093102320,        2000.38,        2106.80,        3081.67,        1670.27,           5.01,         60.00,         7188.85
     1.000,    52051,  2014,  340010,     5981329305,        5207.40,        2106.80,        3525.45,        1670.27,           5.01,         80.00,        10839.64
     1.000,    52051,  2014,  340728,     4433188950,        2227.06,        2106.80,        3119.52,        1670.27,           5.01,         80.00,         7453.39
     1.000,    52051,  2014,  340729,     2659913370,        1246.11,        2013.05,        2520.92,        1643.34,           4.59,         40.00,         5780.09
     1.000,    52051,  2014,  340012,     1993776435,        3846.16,        2106.80,        3365.13,        1670.27,           5.01,         60.00,         9318.10
     1.000,    52051,  2014,  340013,     1993776435,        1618.72,        2106.36,        3012.83,        1670.27,           5.01,         40.00,         6737.90
     1.000,    52051,  2014,  340822,     1308880560,        3869.92,        2106.80,        3368.31,        1670.27,           5.01,         60.00,         9345.03
     1.000,    52051,  2014,  340841,     1219611555,        4299.53,        2106.80,        3422.55,        1670.27,           5.01,        100.00,         9828.88
     1.000,    52051,  2014,  340163,      948586765,        5207.40,        2106.80,        3525.45,        1670.27,           5.01,        120.00,        10839.64
     1.000,    52051,  2014,  340842,      542049580,        5122.85,        2106.80,        3516.50,        1670.27,           5.01,        100.00,        10746.16
     1.000,    52051,  2014,  340821,      436293520,        3869.92,        2106.80,        3368.31,        1670.27,           5.01,         60.00,         9345.03
     1.000,    57055,  2000,  340015,    15705442270,        8504.47,        3507.41,        5667.48,        2664.06,           8.90,         60.00,        17679.35
     1.000,    57055,  2000,  340016,     8974538440,        8504.47,        3507.41,        5667.48,        2664.06,           8.90,         60.00,        17679.35
     1.000,    57055,  2000,  340841,     4675673880,        8628.97,        3507.41,        5672.72,        2664.06,           8.90,        100.00,        17809.10
     1.000,    57055,  2000,  340017,     4487269220,        8745.10,        3507.41,        5677.05,        2664.06,           8.90,         80.00,        17929.55
     1.000,    57055,  2000,  340019,     4487269220,        8745.10,        3507.41,        5677.05,        2664.06,           8.90,         80.00,        17929.55
     1.000,    57055,  2000,  340163,     3636635240,        8745.10,        3507.41,        5677.05,        2664.06,           8.90,        120.00,        17929.55
     1.000,    57055,  2000,  340020,     2243634610,        8496.53,        3507.41,        5667.14,        2664.06,           8.90,         60.00,        17671.08
     1.000,    57055,  2000,  340021,     2243634610,        7092.85,        3507.41,        5586.81,        2664.06,           8.90,         40.00,        16187.07
     1.000,    57055,  2000,  340842,     2078077280,        8735.80,        3507.41,        5676.71,        2664.06,           8.90,        100.00,        17919.92
     1.000,    57055,  2000,  340678,      647509940,        7092.85,        3507.41,        5586.81,        2664.06,           8.90,         40.00,        16187.07
     1.000,    57055,  2000,  340023,      300343880,        7314.34,        3507.41,        5602.25,        2664.06,           8.90,         60.00,        16424.00
     1.000,    57055,  2000,  340728,      187714925,        7436.49,        3507.41,        5610.28,        2664.06,           8.90,         80.00,        16554.18
     1.000,    57055,  2000,  340729,      112628955,        6653.43,        3490.17,        5532.61,        2653.61,           8.85,         40.00,        15676.20
     1.000,    57055,  2000,  340823,        6577320,        8819.53,        3507.41,        5679.46,        2664.06,           8.90,        120.00,        18006.40
     1.000,    57055,  2000,  340824,        2740550,        8825.05,        3507.41,        5679.60,        2664.06,           8.90,        100.00,        18012.06
     1.000,    57055,  2000,  340825,        1096220,        8579.40,        3507.41,        5670.64,        2664.06,           8.90,        120.00,        17757.45
     1.000,    57055,  2000,  340162,         548110,        8735.80,        3507.41,        5676.71,        2664.06,           8.90,        100.00,        17919.92
     1.000,    57055,  2001,  340015,    15705442270,        3293.58,        3103.54,        5077.30,        2284.15,           8.09,         60.00,        11474.42
     1.000,    57055,  2001,  340016,     8974538440,        3293.58,        3103.54,        5077.30,        2284.15,           8.09,         60.00,        11474.42
     1.000,    57055,  2001,  340841,     4675673880,        4062.76,        3103.54,        5196.90,        2284.15,           8.09,        100.00,        12363.20
     1.000,    57055,  2001,  340017,     4487269220,        5631.46,        3103.54,        5419.28,        2284.15,           8.09,         80.00,        14154.27
     1.000,    57055,  2001,  340019,     4487269220,        5631.46,        3103.54,        5419.28,        2284.15,           8.09,         80.00,        14154.27
     1.000,    57055,  2001,  340163,     3636635240,        5631.46,        3103.54,        5419.28,        2284.15,           8.09,        120.00,        14154.27
     1.000,    57055,  2001,  340020,     2243634610,        3254.69,        3103.08,        5066.80,        2284.15,           8.09,         60.00,        11424.57
     1.000,    57055,  2001,  340021,     2243634610,        1879.31,        2755.04,        3018.80,        2196.97,           7.06,         40.00,         7653.15
     1.000,    57055,  2001,  340842,     2078077280,        5497.01,        3103.54,        5401.15,        2284.15,           8.09,        100.00,        14001.70
     1.000,    57055,  2001,  340678,      647509940,        1879.31,        2755.04,        3018.80,        2196.97,           7.06,         40.00,         7653.15
     1.000,    57055,  2001,  340023,      300343880,        1861.04,        2851.84,        3374.48,        2231.37,           7.31,         60.00,         8087.36
     1.000,    57055,  2001,  340728,      187714925,        1862.63,        2907.44,        3628.80,        2247.58,           7.46,         80.00,         8398.88
     1.000,    57055,  2001,  340729,      112628955,        1902.02,        2558.47,        2422.58,        2117.34,           6.60,         40.00,         6883.06
     1.000,    57055,  2001,  340823,        6577320,        7065.39,        3103.54,        5599.24,        2284.15,           8.09,        120.00,        15768.17
     1.000,    57055,  2001,  340824,        2740550,        7829.22,        3103.54,        5684.27,        2284.15,           8.09,        100.00,        16617.03
     1.000,    57055,  2001,  340825,        1096220,        3733.78,        3103.54,        5146.57,        2284.15,           8.09,        120.00,        11983.89
     1.000,    57055,  2001,  340162,         548110,        5497.01,        3103.54,        5401.15,        2284.15,           8.09,        100.00,        14001.70
     1.000,    57055,  2002,  340015,    15705442270,        3410.04,        3352.11,        5397.32,        2474.97,           8.70,         60.00,        12159.47
     1.000,    57055,  2002,  340016,     8974538440,        3410.04,        3352.11,        5397.32,        2474.97,           8.70,         60.00,        12159.47
     1.000,    57055,  2002,  340841,     4675673880,        4037.57,        3352.11,        5479.24,        2474.97,           8.70,        100.00,        12868.92
     1.000,    57055,  2002,  340017,     4487269220,        5208.36,        3352.11,        5621.58,        2474.97,           8.70,         80.00,        14182.05
     1.000,    57055,  2002,  340019,     4487269220,        5208.36,        3352.11,        5621.58,        2474.97,           8.70,         80.00,        14182.05
     1.000,    57055,  2002,  340163,     3636635240,        5208.36,        3352.11,        5621.58,        2474.97,           8.70,        120.00,        14182.05
     1.000,    57055,  2002,  340020,     2243634610,        3372.67,        3352.11,        5392.32,        2474.97,           8.70,         60.00,        12117.11
     1.000,    57055,  2002,  340021,     2243634610,         569.37,        3328.09,        4768.17,        2474.42,           8.63,         40.00,         8665.62
     1.000,    57055,  2002,  340842,     2078077280,        5107.66,        3352.11,        5610.00,        2474.97,           8.70,        100.00,        14069.77
     1.000,    57055,  2002,  340678,      647509940,         569.37,        3328.09,        4768.17,        2474.42,           8.63,         40.00,         8665.62
     1.000,    57055,  2002,  340023,      300343880,         743.89,        3340.11,        4896.73,        2474.97,           8.65,         60.00,         8980.73
     1.000,    57055,  2002,  340728,      187714925,         935.94,        3344.97,        4971.11,        2474.97,           8.68,         80.00,         9252.03
     1.000,    57055,  2002,  340729,      112628955,         522.24,        3272.59,        4350.05,        2468.68,           8.47,         40.00,         8144.88
     1.000,    57055,  2002,  340823,        6577320,        6264.30,        3352.11,        5727.88,        2474.97,           8.70,        120.00,        15344.29
     1.000,    57055,  2002,  340824,        2740550,        6869.07,        3352.11,        5780.03,        2474.97,           8.70,        100.00,        16001.21
     1.000,    57055,  2002,  340825,        1096220,        3778.75,        3352.11,        5445.87,        2474.97,           8.70,        120.00,        12576.73
     1.000,    57055,  2002,  340162,         548110,        5107.66,        3352.11,        5610.00,        2474.97,           8.70,        100.00,        14069.77
     1.000,    57055,  2003,  340015,    15705442270,        4969.89,        3127.54,        4777.69,        2396.12,           8.09,         60.00,        12875.13
     1.000,    57055,  2003,  340016,     8974538440,        4969.89,        3127.54,        4777.69,        2396.12,           8.09,         60.00,        12875.13
     1.000,    57055,  2003,  340841,     4675673880,        5346.62,        3127.54,        4816.90,        2396.12,           8.09,        100.00,        13291.06
     1.000,    57055,  2003,  340017,     4487269220,        6040.15,        3127.54,        4883.75,        2396.12,           8.09,         80.00,        14051.44
     1.000,    57055,  2003,  340019,     4487269220,        6040.15,        3127.54,        4883.75,        2396.12,           8.09,         80.00,        14051.44
     1.000,    57055,  2003,  340163,     3636635240,        6040.15,        3127.54,        4883.75,        2396.12,           8.09,        120.00,        14051.44
     1.000,    57055,  2003,  340020,     2243634610,        4947.13,        3127.54,        4775.23,        2396.12,           8.09,         60.00,        12849.91
     1.000,    57055,  2003,  340021,     2243634610,        2856.51,        3127.54,        4514.36,        2396.12,           8.09,         40.00,        10498.42
     1.000,    57055,  2003,  340842,     2078077280,        5978.53,        3127.54,        4878.25,        2396.12,           8.09,        100.00,        13984.33
     1.000,    57055,  2003,  340678,      647509940,        2856.51,        3127.54,        4514.36,        2396.12,           8.09,         40.00,        10498.42
     1.000,    57055,  2003,  340023,      300343880,        3185.81,        3127.54,        4559.98,        2396.12,           8.09,         60.00,        10873.33
     1.000,    57055,  2003,  340728,      187714925,        3387.93,        3127.54,        4586.83,        2396.12,           8.09,         80.00,        11102.30
     1.000,    57055,  2003,  340729,      112628955,        2178.43,        3127.54,        4416.94,        2396.12,           8.09,         40.00,         9722.91
     1.000,    57055,  2003,  340823,        6577320,        6711.76,        3127.54,        4939.71,        2396.12,           8.09,        120.00,        14779.00
     1.000,    57055,  2003,  340824,        2740550,        7120.98,        3127.54,        4970.72,        2396.12,           8.09,        100.00,        15219.24
     1.000,    57055,  2003,  340825,        1096220,        5189.63,        3127.54,        4800.82,        2396.12,           8.09,        120.00,        13118.00
     1.000,    57055,  2003,  340162,         548110,        5978.53,        3127.54,        4878.25,        2396.12,           8.09,        100.00,        13984.33
     1.000,    57055,  2004,  340015,    15705442270,        4747.00,        3848.68,        5500.32,        2933.81,           9.17,         60.00,        14096.00
     1.000,    57055,  2004,  340016,     8974538440,        4747.00,        3848.68,        5500.32,        2933.81,           9.17,         60.00,        14096.00
     1.000,    57055,  2004,  340841,     4675673880,        5260.49,        3858.51,        5657.39,        2934.80,           9.20,        100.00,        14776.39
     1.000,    57055,  2004,  340017,     4487269220,        6374.04,        3858.51,        5819.96,        2934.80,           9.20,         80.00,        16052.50
     1.000,    57055,  2004,  340019,     4487269220,        6374.04,        3858.51,        5819.96,        2934.80,           9.20,         80.00,        16052.50
     1.000,    57055,  2004,  340163,     3636635240,        6374.04,        3858.51,        5819.96,        2934.80,           9.20,        120.00,        16052.50
     1.000,    57055,  2004,  340020,     2243634610,        4719.24,        3847.63,        5487.58,        2933.72,           9.17,         60.00,        14054.44
     1.000,    57055,  2004,  340021,     2243634610,        2873.15,        3437.67,        3419.99,        2807.92,           8.23,         40.00,         9730.81
     1.000,    57055,  2004,  340842,     2078077280,        6283.96,        3858.51,        5808.24,        2934.80,           9.20,        100.00,        15950.70
     1.000,    57055,  2004,  340678,      647509940,        2873.15,        3437.67,        3419.99,        2807.92,           8.23,         40.00,         9730.81
     1.000,    57055,  2004,  340023,      300343880,        2993.21,        3550.01,        3738.52,        2856.14,           8.58,         60.00,        10281.73
     1.000,    57055,  2004,  340728,      187714925,        3104.77,        3609.37,        3967.85,        2877.37,           8.69,         80.00,        10681.99
     1.000,    57055,  2004,  340729,      112628955,        2667.62,        3180.31,        2861.00,        2682.37,           7.39,         40.00,         8708.93
     1.000,    57055,  2004,  340823,        6577320,        7328.06,        3858.51,        5937.11,        2934.80,           9.20,        120.00,        17123.67
     1.000,    57055,  2004,  340824,        2740550,        7783.77,        3858.51,        5988.97,        2934.80,           9.20,        100.00,        17631.25
     1.000,    57055,  2004,  340825,        1096220,        5018.18,        3857.82,        5615.14,        2934.69,           9.20,        120.00,        14491.15
     1.000,    57055,  2004,  340162,         548110,        6283.96,        3858.51,        5808.24,        2934.80,           9.20,        100.00,        15950.70
     1.000,    57055,  2005,  340015,    15705442270,        1197.11,        2913.98,        4178.94,        2095.89,           7.82,         60.00,         8290.04
     1.000,    57055,  2005,  340016,     8974538440,        1197.11,        2913.98,        4178.94,        2095.89,           7.82,         60.00,         8290.04
     1.000,    57055,  2005,  340841,     4675673880,        1419.00,        2958.91,        4474.34,        2105.13,           7.95,        100.00,         8852.25
     1.000,    57055,  2005,  340017,     4487269220,        2185.80,        3007.65,        4924.21,        2111.44,           8.15,         80.00,        10117.65
     1.000,    57055,  2005,  340019,     4487269220,        2185.80,        3007.65,        4924.21,        2111.44,           8.15,         80.00,        10117.65
     1.000,    57055,  2005,  340163,     3636635240,        2185.80,        3007.65,        4924.21,        2111.44,           8.15,        120.00,        10117.65
     1.000,    57055,  2005,  340020,     2243634610,        1188.77,        2910.51,        4159.62,        2095.02,           7.81,         60.00,         8258.91
     1.000,    57055,  2005,  340021,     2243634610,        1131.37,        2288.70,        2121.44,        1849.90,           6.15,         40.00,         5541.51
     1.000,    57055,  2005,  340842,     2078077280,        2105.03,        3004.32,        4888.47,        2111.09,           8.14,        100.00,         9997.83
     1.000,    57055,  2005,  340678,      647509940,        1131.37,        2288.70,        2121.44,        1849.90,           6.15,         40.00,         5541.51
     1.000,    57055,  2005,  340023,      300343880,        1136.14,        2410.10,        2384.31,        1909.09,           6.48,         60.00,         5930.55
     1.000,    57055,  2005,  340728,      187714925,        1133.32,        2488.34,        2576.66,        1944.94,           6.68,         80.00,         6198.32
     1.000,    57055,  2005,  340729,      112628955,        1100.58,        2056.38,        1690.41,        1728.73,           5.57,         40.00,         4847.38
     1.000,    57055,  2005,  340823,        6577320,        3299.09,        3019.26,        5176.13,        2111.78,           8.19,        120.00,        11494.48
     1.000,    57055,  2005,  340824,        2740550,        4044.73,        3019.26,        5275.18,        2111.78,           8.19,        100.00,        12339.17
     1.000,    57055,  2005,  340825,        1096220,        1306.25,        2944.05,        4361.77,        2102.67,           7.92,        120.00,         8612.06
     1.000,    57055,  2005,  340162,         548110,        2105.03,        3004.32,        4888.47,        2111.09,           8.14,        100.00,         9997.83
     1.000,    57055,  2006,  340015,    15705442270,        2150.75,        3115.91,        4610.14,        2397.61,           8.00,         60.00,         9876.79
     1.000,    57055,  2006,  340016,     8974538440,        2150.75,        3115.91,        4610.14,        2397.61,           8.00,         60.00,         9876.79
     1.000,    57055,  2006,  340841,     4675673880,        2739.69,        3115.91,        4695.70,        2397.61,           8.00,        100.00,        10551.30
     1.000,    57055,  2006,  340017,     4487269220,        3808.18,        3115.91,        4838.15,        2397.61,           8.00,         80.00,        11762.24
     1.000,    57055,  2006,  340019,     4487269220,        3808.18,        3115.91,        4838.15,        2397.61,           8.00,         80.00,        11762.24
     1.000,    57055,  2006,  340163,     3636635240,        3808.18,        3115.91,        4838.15,        2397.61,           8.00,        120.00,        11762.24
     1.000,    57055,  2006,  340020,     2243634610,        2115.93,        3115.91,        4604.97,        2397.61,           8.00,         60.00,         9836.81
     1.000,    57055,  2006,  340021,     2243634610,         163.16,        2941.36,        3320.11,        2359.57,           7.40,         40.00,         6424.62
     1.000,    57055,  2006,  340842,     2078077280,        3722.60,        3115.91,        4827.25,        2397.61,           8.00,        100.00,        11665.76
     1.000,    57055,  2006,  340678,      647509940,         163.16,        2941.36,        3320.11,        2359.57,           7.40,         40.00,         6424.62
     1.000,    57055,  2006,  340023,      300343880,         166.58,        3016.27,        3646.15,        2382.40,           7.69,         60.00,         6829.00
     1.000,    57055,  2006,  340728,      187714925,         210.44,        3056.53,        3854.93,        2392.78,           7.83,         80.00,         7121.90
     1.000,    57055,  2006,  340729,      112628955,         187.58,        2762.22,        2668.67,        2295.82,           6.94,         40.00,         5618.47
     1.000,    57055,  2006,  340823,        6577320,        4720.71,        3115.91,        4945.14,        2397.61,           8.00,        120.00,        12781.76
     1.000,    57055,  2006,  340824,        2740550,        5222.20,        3115.91,        4994.57,        2397.61,           8.00,        100.00,        13332.68
     1.000,    57055,  2006,  340825,        1096220,        2496.14,        3115.91,        4660.63,        2397.61,           8.00,        120.00,        10272.67
     1.000,    57055,  2006,  340162,         548110,        3722.60,        3115.91,        4827.25,        2397.61,           8.00,        100.00,        11665.76
     1.000,    57055,  2007,  340015,    15705442270,        6120.85,        3793.01,        5371.56,        2945.57,           9.08,         60.00,        15285.43
     1.000,    57055,  2007,  340016,     8974538440,        6120.85,        3793.01,        5371.56,        2945.57,           9.08,         60.00,        15285.43
     1.000,    57055,  2007,  340841,     4675673880,        6559.69,        3793.01,        5416.96,        2945.57,           9.08,        100.00,        15769.66
     1.000,    57055,  2007,  340017,     4487269220,        7414.57,        3793.01,        5497.44,        2945.57,           9.08,         80.00,        16705.03
     1.000,    57055,  2007,  340019,     4487269220,        7414.57,        3793.01,        5497.44,        2945.57,           9.08,         80.00,        16705.03
     1.000,    57055,  2007,  340163,     3636635240,        7414.57,        3793.01,        5497.44,        2945.57,           9.08,        120.00,        16705.03
     1.000,    57055,  2007,  340020,     2243634610,        6095.33,        3793.01,        5368.84,        2945.57,           9.08,         60.00,        15257.19
     1.000,    57055,  2007,  340021,     2243634610,        3830.05,        3754.79,        4731.04,        2943.08,           9.00,         40.00,        12315.88
     1.000,    57055,  2007,  340842,     2078077280,        7341.57,        3793.01,        5491.03,        2945.57,           9.08,        100.00,        16625.61
     1.000,    57055,  2007,  340678,      647509940,        3830.05,        3754.79,        4731.04,        2943.08,           9.00,         40.00,        12315.88
     1.000,    57055,  2007,  340023,      300343880,        4034.32,        3774.46,        4917.74,        2944.86,           9.03,         60.00,        12726.52
     1.000,    57055,  2007,  340728,      187714925,        4197.89,        3785.15,        5031.77,        2945.57,           9.06,         80.00,        13014.82
     1.000,    57055,  2007,  340729,      112628955,        3679.44,        3677.91,        4254.57,        2927.03,           8.83,         40.00,        11611.92
     1.000,    57055,  2007,  340823,        6577320,        8192.76,        3793.01,        5557.69,        2945.57,           9.08,        120.00,        17543.47
     1.000,    57055,  2007,  340824,        2740550,        8562.29,        3793.01,        5582.58,        2945.57,           9.08,        100.00,        17937.89
     1.000,    57055,  2007,  340825,        1096220,        6375.75,        3793.01,        5398.41,        2945.57,           9.08,        120.00,        15567.17
     1.000,    57055,  2007,  340162,         548110,        7341.57,        3793.01,        5491.03,        2945.57,           9.08,        100.00,        16625.61
     1.000,    57055,  2008,  340015,    15705442270,        7507.14,        3522.51,        5626.40,        2742.24,           8.44,         60.00,        16656.05
     1.000,    57055,  2008,  340016,     8974538440,        7507.14,        3522.51,        5626.40,        2742.24,           8.44,         60.00,        16656.05
     1.000,    57055,  2008,  340841,     4675673880,        8163.58,        3522.51,        5690.37,        2742.24,           8.44,        100.00,        17376.47
     1.000,    57055,  2008,  340017,     4487269220,        9272.66,        3522.51,        5780.48,        2742.24,           8.44,         80.00,        18575.65
     1.000,    57055,  2008,  340019,     4487269220,        9272.66,        3522.51,        5780.48,        2742.24,           8.44,         80.00,        18575.65
     1.000,    57055,  2008,  340163,     3636635240,        9272.66,        3522.51,        5780.48,        2742.24,           8.44,        120.00,        18575.65
     1.000,    57055,  2008,  340020,     2243634610,        7467.95,        3522.51,        5622.22,        2742.24,           8.44,         60.00,        16612.68
     1.000,    57055,  2008,  340021,     2243634610,        5217.75,        3077.88,        4709.84,        2478.73,           6.93,         40.00,        13005.47
     1.000,    57055,  2008,  340842,     2078077280,        9204.44,        3522.51,        5775.50,        2742.24,           8.44,        100.00,        18502.45
     1.000,    57055,  2008,  340678,      647509940,        5217.75,        3077.88,        4709.84,        2478.73,           6.93,         40.00,        13005.47
     1.000,    57055,  2008,  340023,      300343880,        5313.09,        3228.72,        4920.32,        2571.93,           7.47,         60.00,        13462.13
     1.000,    57055,  2008,  340728,      187714925,        5391.72,        3318.98,        5057.07,        2625.96,           7.78,         80.00,        13767.77
     1.000,    57055,  2008,  340729,      112628955,        4584.91,        2730.11,        4205.95,        2252.13,           5.81,         40.00,        11520.97
     1.000,    57055,  2008,  340823,        6577320,        9897.43,        3522.51,        5821.86,        2742.24,           8.44,        120.00,        19241.80
     1.000,    57055,  2008,  340824,        2740550,       10078.91,        3522.51,        5831.71,        2742.24,           8.44,        100.00,        19433.13
     1.000,    57055,  2008,  340825,        1096220,        7889.13,        3522.51,        5664.65,        2742.24,           8.44,        120.00,        17076.30
     1.000,    57055,  2008,  340162,         548110,        9204.44,        3522.51,        5775.50,        2742.24,           8.44,        100.00,        18502.45
     1.000,    57055,  2009,  340015,    15705442270,        1068.79,        3454.53,        5037.37,        2602.08,           8.76,         60.00,         9560.68
     1.000,    57055,  2009,  340016,     8974538440,        1068.79,        3454.53,        5037.37,        2602.08,           8.76,         60.00,         9560.68
     1.000,    57055,  2009,  340841,     4675673880,        1430.43,        3523.17,        5312.34,        2629.26,           8.96,        100.00,        10265.94
     1.000,    57055,  2009,  340017,     4487269220,        2501.01,        3539.39,        5527.29,        2635.67,           9.00,         80.00,        11567.69
     1.000,    57055,  2009,  340019,     4487269220,        2501.01,        3539.39,        5527.29,        2635.67,           9.00,         80.00,        11567.69
     1.000,    57055,  2009,  340163,     3636635240,        2501.01,        3539.39,        5527.29,        2635.67,           9.00,        120.00,        11567.69
     1.000,    57055,  2009,  340020,     2243634610,        1053.05,        3448.58,        5016.84,        2599.66,           8.74,         60.00,         9518.47
     1.000,    57055,  2009,  340021,     2243634610,         596.95,        2464.88,        2949.17,        2095.65,           5.54,         40.00,         6011.00
     1.000,    57055,  2009,  340842,     2078077280,        2401.75,        3539.39,        5512.63,        2635.67,           9.00,        100.00,        11453.78
     1.000,    57055,  2009,  340678,      647509940,         596.95,        2464.88,        2949.17,        2095.65,           5.54,         40.00,         6011.00
     1.000,    57055,  2009,  340023,      300343880,         594.49,        2632.99,        3211.21,        2192.59,           5.89,         60.00,         6438.69
     1.000,    57055,  2009,  340728,      187714925,         598.10,        2746.12,        3404.78,        2255.26,           6.15,         80.00,         6749.00
     1.000,    57055,  2009,  340729,      112628955,         646.91,        2109.75,        2461.61,        1873.68,           4.69,         40.00,         5218.26
     1.000,    57055,  2009,  340823,        6577320,        3683.49,        3539.39,        5685.23,        2635.67,           9.00,        120.00,        12908.10
     1.000,    57055,  2009,  340824,        2740550,        4409.65,        3539.39,        5771.32,        2635.67,           9.00,        100.00,        13720.36
     1.000,    57055,  2009,  340825,        1096220,        1255.18,        3502.42,        5218.03,        2621.13,           8.91,        120.00,         9975.62
     1.000,    57055,  2009,  340162,         548110,        2401.75,        3539.39,        5512.63,        2635.67,           9.00,        100.00,        11453.78
     1.000,    57055,  2010,  340015,    15705442270,        5383.16,        3343.40,        4898.59,        2606.86,           8.33,         60.00,        13625.14
     1.000,    57055,  2010,  340016,     8974538440,        5383.16,        3343.40,        4898.59,        2606.86,           8.33,         60.00,        13625.14
     1.000,    57055,  2010,  340841,     4675673880,        5792.17,        3343.40,        4944.34,        2606.86,           8.33,        100.00,        14079.91
     1.000,    57055,  2010,  340017,     4487269220,        6690.77,        3343.40,        5034.36,        2606.86,           8.33,         80.00,        15068.52
     1.000,    57055,  2010,  340019,     4487269220,        6690.77,        3343.40,        5034.36,        2606.86,           8.33,         80.00,        15068.52
     1.000,    57055,  2010,  340163,     3636635240,        6690.77,        3343.40,        5034.36,        2606.86,           8.33,        120.00,        15068.52
     1.000,    57055,  2010,  340020,     2243634610,        5358.12,        3343.40,        4895.40,        2606.86,           8.33,         60.00,        13596.92
     1.000,    57055,  2010,  340021,     2243634610,        2527.55,        3322.97,        4298.30,        2605.82,           8.25,         40.00,        10148.82
     1.000,    57055,  2010,  340842,     2078077280,        6614.72,        3343.40,        5027.13,        2606.86,           8.33,        100.00,        14985.24
     1.000,    57055,  2010,  340678,      647509940,        2527.55,        3322.97,        4298.30,        2605.82,           8.25,         40.00,        10148.82
     1.000,    57055,  2010,  340023,      300343880,        2793.32,        3337.67,        4462.86,        2606.66,           8.32,         60.00,        10593.84
     1.000,    57055,  2010,  340728,      187714925,        3036.17,        3343.40,        4551.92,        2606.86,           8.33,         80.00,        10931.48
     1.000,    57055,  2010,  340729,      112628955,        2221.15,        3254.89,        3931.26,        2581.59,           8.08,         40.00,         9407.30
     1.000,    57055,  2010,  340823,        6577320,        7503.27,        3343.40,        5108.22,        2606.86,           8.33,        120.00,        15954.88
     1.000,    57055,  2010,  340824,        2740550,        7944.79,        3343.40,        5145.52,        2606.86,           8.33,        100.00,        16433.70
     1.000,    57055,  2010,  340825,        1096220,        5607.87,        3343.40,        4924.52,        2606.86,           8.33,        120.00,        13875.78
     1.000,    57055,  2010,  340162,         548110,        6614.72,        3343.40,        5027.13,        2606.86,           8.33,        100.00,        14985.24
     1.000,    57055,  2011,  340015,    15705442270,        3849.01,        2758.34,        3574.14,        2278.82,           6.90,         60.00,        10181.48
     1.000,    57055,  2011,  340016,     8974538440,        3849.01,        2758.34,        3574.14,        2278.82,           6.90,         60.00,        10181.48
     1.000,    57055,  2011,  340841,     4675673880,        4208.70,        2790.34,        3822.05,        2284.64,           7.02,        100.00,        10821.10
     1.000,    57055,  2011,  340017,     4487269220,        4955.83,        2823.30,        4158.07,        2287.96,           7.17,         80.00,        11937.21
     1.000,    57055,  2011,  340019,     4487269220,        4955.83,        2823.30,        4158.07,        2287.96,           7.17,         80.00,        11937.21
     1.000,    57055,  2011,  340163,     3636635240,        4955.83,        2823.30,        4158.07,        2287.96,           7.17,        120.00,        11937.21
     1.000,    57055,  2011,  340020,     2243634610,        3829.96,        2755.86,        3557.66,        2278.27,           6.90,         60.00,        10143.48
     1.000,    57055,  2011,  340021,     2243634610,        3055.02,        2258.28,        1844.12,        2076.75,           5.50,         40.00,         7157.41
     1.000,    57055,  2011,  340842,     2078077280,        4882.35,        2822.34,        4140.80,        2287.96,           7.17,        100.00,        11845.49
     1.000,    57055,  2011,  340678,      647509940,        3055.02,        2258.28,        1844.12,        2076.75,           5.50,         40.00,         7157.41
     1.000,    57055,  2011,  340023,      300343880,        3081.83,        2348.63,        2036.64,        2122.08,           5.72,         60.00,         7467.10
     1.000,    57055,  2011,  340728,      187714925,        3104.38,        2409.93,        2187.13,        2150.93,           5.89,         80.00,         7701.44
     1.000,    57055,  2011,  340729,      112628955,        3018.93,        2080.85,        1523.59,        1981.22,           5.09,         40.00,         6623.38
     1.000,    57055,  2011,  340823,        6577320,        5885.86,        2824.26,        4256.15,        2287.96,           7.17,        120.00,        12966.27
     1.000,    57055,  2011,  340824,        2740550,        6374.98,        2824.26,        4292.93,        2287.96,           7.17,        100.00,        13492.17
     1.000,    57055,  2011,  340825,        1096220,        4054.74,        2778.25,        3724.13,        2282.63,           6.98,        120.00,        10557.13
