YLDGAPF(-),  grid_no,  year,  stu_no,      weight(-), TSO(kgDM.ha-1), TLV(kgDM.ha-1), TST(kgDM.ha-1), TRT(kgDM.ha-1), maxLAI(m2.m-2), rootdepth(cm), TAGP(kgDM.ha-1)
     1.000,    52054,  2000,  340001,    17874495695,        7748.37,        2654.18,        4855.23,        1984.32,           6.12,         60.00,        15257.78
     1.000,    52054,  2000,  340002,    10213997540,        8157.05,        2654.18,        4878.03,        1984.32,           6.12,         80.00,        15689.26
     1.000,    52054,  2000,  340003,     7660498155,        7748.37,        2654.18,        4855.23,        1984.32,           6.12,         60.00,        15257.78
     1.000,    52054,  2000,  340822,     3616570740,        7748.37,        2654.18,        4855.23,        1984.32,           6.12,         60.00,        15257.78
     1.000,    52054,  2000,  340005,     2553499385,        7738.99,        2654.18,        4854.64,        1984.32,           6.12,         60.00,        15247.81
     1.000,    52054,  2000,  340006,     2553499385,        6281.56,        2654.18,        4741.25,        1984.32,           6.12,         40.00,        13676.99
     1.000,    52054,  2000,  340771,     1307457410,        8044.26,        2654.18,        4872.53,        1984.32,           6.12,        100.00,        15570.97
     1.000,    52054,  2000,  340821,     1205523580,        7748.37,        2654.18,        4855.23,        1984.32,           6.12,         60.00,        15257.78
     1.000,    52054,  2000,  342161,      571948240,        8233.90,        2654.18,        4881.72,        1984.32,           6.12,        100.00,        15769.81
     1.000,    52054,  2000,  340841,      542678265,        7873.14,        2654.18,        4862.96,        1984.32,           6.12,        100.00,        15390.28
     1.000,    52054,  2000,  342160,      428961180,        8233.90,        2654.18,        4881.72,        1984.32,           6.12,        100.00,        15769.81
     1.000,    52054,  2000,  342162,      428961180,        8233.90,        2654.18,        4881.72,        1984.32,           6.12,        100.00,        15769.81
     1.000,    52054,  2000,  340163,      422083095,        8157.05,        2654.18,        4878.03,        1984.32,           6.12,        120.00,        15689.26
     1.000,    52054,  2000,  340772,      373559260,        6364.24,        2654.18,        4748.76,        1984.32,           6.12,         40.00,        13767.18
     1.000,    52054,  2000,  340842,      241190340,        8129.51,        2654.18,        4876.70,        1984.32,           6.12,        100.00,        15660.39
     1.000,    52054,  2000,  340659,      126756820,        7748.37,        2654.18,        4855.23,        1984.32,           6.12,         60.00,        15257.78
     1.000,    52054,  2000,  340660,      126756820,        8491.25,        2654.18,        4892.58,        1984.32,           6.12,        100.00,        16038.01
     1.000,    52054,  2000,  340183,       93389815,        8044.26,        2654.18,        4872.53,        1984.32,           6.12,        100.00,        15570.97
     1.000,    52054,  2000,  340773,       93389815,        8233.90,        2654.18,        4881.72,        1984.32,           6.12,        100.00,        15769.81
     1.000,    52054,  2000,  340781,       33908040,        7584.48,        2654.18,        4844.28,        1984.32,           6.12,         60.00,        15082.95
     1.000,    52054,  2000,  340678,       20847840,        6281.56,        2654.18,        4741.25,        1984.32,           6.12,         40.00,        13676.99
     1.000,    52054,  2000,  340782,       11302680,        7584.48,        2654.18,        4844.28,        1984.32,           6.12,         60.00,        15082.95
     1.000,    52054,  2001,  340001,    17874495695,        2706.12,        2361.49,        4153.70,        1695.77,           6.09,         60.00,         9221.31
     1.000,    52054,  2001,  340002,    10213997540,        5065.56,        2361.49,        4491.96,        1695.77,           6.09,         80.00,        11919.00
     1.000,    52054,  2001,  340003,     7660498155,        2706.12,        2361.49,        4153.70,        1695.77,           6.09,         60.00,         9221.31
     1.000,    52054,  2001,  340822,     3616570740,        2706.12,        2361.49,        4153.70,        1695.77,           6.09,         60.00,         9221.31
     1.000,    52054,  2001,  340005,     2553499385,        2658.46,        2361.49,        4146.31,        1695.77,           6.09,         60.00,         9166.26
     1.000,    52054,  2001,  340006,     2553499385,         766.05,        2003.49,        2154.52,        1593.42,           4.96,         40.00,         4924.06
     1.000,    52054,  2001,  340771,     1307457410,        4519.03,        2361.49,        4417.82,        1695.77,           6.09,        100.00,        11298.34
     1.000,    52054,  2001,  340821,     1205523580,        2706.12,        2361.49,        4153.70,        1695.77,           6.09,         60.00,         9221.31
     1.000,    52054,  2001,  342161,      571948240,        5456.05,        2361.49,        4542.30,        1695.77,           6.09,        100.00,        12359.83
     1.000,    52054,  2001,  340841,      542678265,        3501.27,        2361.49,        4272.85,        1695.77,           6.09,        100.00,        10135.61
     1.000,    52054,  2001,  342160,      428961180,        5456.05,        2361.49,        4542.30,        1695.77,           6.09,        100.00,        12359.83
     1.000,    52054,  2001,  342162,      428961180,        5456.05,        2361.49,        4542.30,        1695.77,           6.09,        100.00,        12359.83
     1.000,    52054,  2001,  340163,      422083095,        5065.56,        2361.49,        4491.96,        1695.77,           6.09,        120.00,        11919.00
     1.000,    52054,  2001,  340772,      373559260,         768.51,        2040.54,        2274.95,        1608.11,           5.05,         40.00,         5084.01
     1.000,    52054,  2001,  340842,      241190340,        4934.09,        2361.49,        4474.77,        1695.77,           6.09,        100.00,        11770.35
     1.000,    52054,  2001,  340659,      126756820,        2706.12,        2361.49,        4153.70,        1695.77,           6.09,         60.00,         9221.31
     1.000,    52054,  2001,  340660,      126756820,        6865.04,        2361.49,        4705.71,        1695.77,           6.09,        100.00,        13932.24
     1.000,    52054,  2001,  340183,       93389815,        4519.03,        2361.49,        4417.82,        1695.77,           6.09,        100.00,        11298.34
     1.000,    52054,  2001,  340773,       93389815,        5456.05,        2361.49,        4542.30,        1695.77,           6.09,        100.00,        12359.83
     1.000,    52054,  2001,  340781,       33908040,        1923.84,        2360.60,        4022.91,        1695.77,           6.08,         60.00,         8307.34
     1.000,    52054,  2001,  340678,       20847840,         766.05,        2003.49,        2154.52,        1593.42,           4.96,         40.00,         4924.06
     1.000,    52054,  2001,  340782,       11302680,        1923.84,        2360.60,        4022.91,        1695.77,           6.08,         60.00,         8307.34
     1.000,    52054,  2002,  340001,    17874495695,        4236.68,        2504.27,        4333.85,        1825.01,           6.30,         60.00,        11074.81
     1.000,    52054,  2002,  340002,    10213997540,        5913.65,        2504.27,        4526.21,        1825.01,           6.30,         80.00,        12944.13
     1.000,    52054,  2002,  340003,     7660498155,        4236.68,        2504.27,        4333.85,        1825.01,           6.30,         60.00,        11074.81
     1.000,    52054,  2002,  340822,     3616570740,        4236.68,        2504.27,        4333.85,        1825.01,           6.30,         60.00,        11074.81
     1.000,    52054,  2002,  340005,     2553499385,        4199.25,        2504.27,        4328.69,        1825.01,           6.30,         60.00,        11032.21
     1.000,    52054,  2002,  340006,     2553499385,        1422.91,        2456.57,        3522.10,        1822.39,           6.08,         40.00,         7401.58
     1.000,    52054,  2002,  340771,     1307457410,        5539.04,        2504.27,        4488.53,        1825.01,           6.30,        100.00,        12531.84
     1.000,    52054,  2002,  340821,     1205523580,        4236.68,        2504.27,        4333.85,        1825.01,           6.30,         60.00,        11074.81
     1.000,    52054,  2002,  342161,      571948240,        6173.70,        2504.27,        4551.60,        1825.01,           6.30,        100.00,        13229.57
     1.000,    52054,  2002,  340841,      542678265,        4820.44,        2504.27,        4409.01,        1825.01,           6.30,        100.00,        11733.72
     1.000,    52054,  2002,  342160,      428961180,        6173.70,        2504.27,        4551.60,        1825.01,           6.30,        100.00,        13229.57
     1.000,    52054,  2002,  342162,      428961180,        6173.70,        2504.27,        4551.60,        1825.01,           6.30,        100.00,        13229.57
     1.000,    52054,  2002,  340163,      422083095,        5913.65,        2504.27,        4526.21,        1825.01,           6.30,        120.00,        12944.13
     1.000,    52054,  2002,  340772,      373559260,        1502.33,        2464.03,        3590.18,        1823.14,           6.10,         40.00,         7556.54
     1.000,    52054,  2002,  340842,      241190340,        5821.61,        2504.27,        4516.99,        1825.01,           6.30,        100.00,        12842.87
     1.000,    52054,  2002,  340659,      126756820,        4236.68,        2504.27,        4333.85,        1825.01,           6.30,         60.00,        11074.81
     1.000,    52054,  2002,  340660,      126756820,        7267.07,        2504.27,        4652.19,        1825.01,           6.30,        100.00,        14423.53
     1.000,    52054,  2002,  340183,       93389815,        5539.04,        2504.27,        4488.53,        1825.01,           6.30,        100.00,        12531.84
     1.000,    52054,  2002,  340773,       93389815,        6173.70,        2504.27,        4551.60,        1825.01,           6.30,        100.00,        13229.57
     1.000,    52054,  2002,  340781,       33908040,        3620.53,        2504.27,        4247.87,        1825.01,           6.30,         60.00,        10372.68
     1.000,    52054,  2002,  340678,       20847840,        1422.91,        2456.57,        3522.10,        1822.39,           6.08,         40.00,         7401.58
     1.000,    52054,  2002,  340782,       11302680,        3620.53,        2504.27,        4247.87,        1825.01,           6.30,         60.00,        10372.68
     1.000,    52054,  2003,  340001,    17874495695,        2145.85,        2619.23,        4319.25,        1937.97,           6.30,         60.00,         9084.33
     1.000,    52054,  2003,  340002,    10213997540,        3538.51,        2619.23,        4516.88,        1937.97,           6.30,         80.00,        10674.62
     1.000,    52054,  2003,  340003,     7660498155,        2145.85,        2619.23,        4319.25,        1937.97,           6.30,         60.00,         9084.33
     1.000,    52054,  2003,  340822,     3616570740,        2145.85,        2619.23,        4319.25,        1937.97,           6.30,         60.00,         9084.33
     1.000,    52054,  2003,  340005,     2553499385,        2113.32,        2619.23,        4314.31,        1937.97,           6.30,         60.00,         9046.86
     1.000,    52054,  2003,  340006,     2553499385,          98.24,        2418.29,        2924.29,        1889.59,           5.56,         40.00,         5440.82
     1.000,    52054,  2003,  340771,     1307457410,        3221.73,        2619.23,        4474.42,        1937.97,           6.30,        100.00,        10315.39
     1.000,    52054,  2003,  340821,     1205523580,        2145.85,        2619.23,        4319.25,        1937.97,           6.30,         60.00,         9084.33
     1.000,    52054,  2003,  342161,      571948240,        3742.18,        2619.23,        4542.47,        1937.97,           6.30,        100.00,        10903.88
     1.000,    52054,  2003,  340841,      542678265,        2671.60,        2619.23,        4397.48,        1937.97,           6.30,        100.00,         9688.31
     1.000,    52054,  2003,  342160,      428961180,        3742.18,        2619.23,        4542.47,        1937.97,           6.30,        100.00,        10903.88
     1.000,    52054,  2003,  342162,      428961180,        3742.18,        2619.23,        4542.47,        1937.97,           6.30,        100.00,        10903.88
     1.000,    52054,  2003,  340163,      422083095,        3538.51,        2619.23,        4516.88,        1937.97,           6.30,        120.00,        10674.62
     1.000,    52054,  2003,  340772,      373559260,         118.00,        2451.94,        3046.64,        1902.02,           5.66,         40.00,         5616.58
     1.000,    52054,  2003,  340842,      241190340,        3462.94,        2619.23,        4506.84,        1937.97,           6.30,        100.00,        10589.01
     1.000,    52054,  2003,  340659,      126756820,        2145.85,        2619.23,        4319.25,        1937.97,           6.30,         60.00,         9084.33
     1.000,    52054,  2003,  340660,      126756820,        4623.57,        2619.23,        4646.43,        1937.97,           6.30,        100.00,        11889.23
     1.000,    52054,  2003,  340183,       93389815,        3221.73,        2619.23,        4474.42,        1937.97,           6.30,        100.00,        10315.39
     1.000,    52054,  2003,  340773,       93389815,        3742.18,        2619.23,        4542.47,        1937.97,           6.30,        100.00,        10903.88
     1.000,    52054,  2003,  340781,       33908040,        1594.35,        2619.23,        4234.53,        1937.97,           6.30,         60.00,         8448.10
     1.000,    52054,  2003,  340678,       20847840,          98.24,        2418.29,        2924.29,        1889.59,           5.56,         40.00,         5440.82
     1.000,    52054,  2003,  340782,       11302680,        1594.35,        2619.23,        4234.53,        1937.97,           6.30,         60.00,         8448.10
     1.000,    52054,  2004,  340001,    17874495695,        3901.32,        2807.20,        4563.38,        2076.32,           6.61,         60.00,        11271.90
     1.000,    52054,  2004,  340002,    10213997540,        5649.52,        2807.20,        4781.95,        2076.32,           6.61,         80.00,        13238.67
     1.000,    52054,  2004,  340003,     7660498155,        3901.32,        2807.20,        4563.38,        2076.32,           6.61,         60.00,        11271.90
     1.000,    52054,  2004,  340822,     3616570740,        3901.32,        2807.20,        4563.38,        2076.32,           6.61,         60.00,        11271.90
     1.000,    52054,  2004,  340005,     2553499385,        3862.48,        2807.20,        4557.97,        2076.32,           6.61,         60.00,        11227.65
     1.000,    52054,  2004,  340006,     2553499385,        2216.14,        2426.39,        2959.72,        1935.01,           5.25,         40.00,         7602.25
     1.000,    52054,  2004,  340771,     1307457410,        5268.36,        2807.20,        4736.38,        2076.32,           6.61,        100.00,        12811.95
     1.000,    52054,  2004,  340821,     1205523580,        3901.32,        2807.20,        4563.38,        2076.32,           6.61,         60.00,        11271.90
     1.000,    52054,  2004,  342161,      571948240,        5913.49,        2807.20,        4813.26,        2076.32,           6.61,        100.00,        13533.95
     1.000,    52054,  2004,  340841,      542678265,        4530.74,        2807.20,        4645.71,        2076.32,           6.61,        100.00,        11983.66
     1.000,    52054,  2004,  342160,      428961180,        5913.49,        2807.20,        4813.26,        2076.32,           6.61,        100.00,        13533.95
     1.000,    52054,  2004,  342162,      428961180,        5913.49,        2807.20,        4813.26,        2076.32,           6.61,        100.00,        13533.95
     1.000,    52054,  2004,  340163,      422083095,        5649.52,        2807.20,        4781.95,        2076.32,           6.61,        120.00,        13238.67
     1.000,    52054,  2004,  340772,      373559260,        2234.22,        2463.70,        3066.16,        1951.30,           5.33,         40.00,         7764.07
     1.000,    52054,  2004,  340842,      241190340,        5556.47,        2807.20,        4770.84,        2076.32,           6.61,        100.00,        13134.52
     1.000,    52054,  2004,  340659,      126756820,        3901.32,        2807.20,        4563.38,        2076.32,           6.61,         60.00,        11271.90
     1.000,    52054,  2004,  340660,      126756820,        6924.38,        2807.20,        4925.29,        2076.32,           6.61,        100.00,        14656.87
     1.000,    52054,  2004,  340183,       93389815,        5268.36,        2807.20,        4736.38,        2076.32,           6.61,        100.00,        12811.95
     1.000,    52054,  2004,  340773,       93389815,        5913.49,        2807.20,        4813.26,        2076.32,           6.61,        100.00,        13533.95
     1.000,    52054,  2004,  340781,       33908040,        3315.86,        2801.11,        4458.72,        2074.07,           6.59,         60.00,        10575.69
     1.000,    52054,  2004,  340678,       20847840,        2216.14,        2426.39,        2959.72,        1935.01,           5.25,         40.00,         7602.25
     1.000,    52054,  2004,  340782,       11302680,        3315.86,        2801.11,        4458.72,        2074.07,           6.59,         60.00,        10575.69
     1.000,    52054,  2005,  340001,    17874495695,        2277.57,        2339.78,        3815.17,        1636.26,           5.98,         60.00,         8432.52
     1.000,    52054,  2005,  340002,    10213997540,        3706.54,        2373.22,        4287.18,        1638.36,           6.17,         80.00,        10366.94
     1.000,    52054,  2005,  340003,     7660498155,        2277.57,        2339.78,        3815.17,        1636.26,           5.98,         60.00,         8432.52
     1.000,    52054,  2005,  340822,     3616570740,        2277.57,        2339.78,        3815.17,        1636.26,           5.98,         60.00,         8432.52
     1.000,    52054,  2005,  340005,     2553499385,        2252.85,        2338.63,        3802.90,        1636.15,           5.98,         60.00,         8394.37
     1.000,    52054,  2005,  340006,     2553499385,        1508.38,        1965.99,        2156.55,        1513.38,           4.89,         40.00,         5630.93
     1.000,    52054,  2005,  340771,     1307457410,        3332.02,        2370.98,        4216.04,        1638.35,           6.16,        100.00,         9919.05
     1.000,    52054,  2005,  340821,     1205523580,        2277.57,        2339.78,        3815.17,        1636.26,           5.98,         60.00,         8432.52
     1.000,    52054,  2005,  342161,      571948240,        3980.92,        2373.22,        4323.40,        1638.36,           6.17,        100.00,        10677.54
     1.000,    52054,  2005,  340841,      542678265,        2708.84,        2357.92,        4014.50,        1637.99,           6.08,        100.00,         9081.26
     1.000,    52054,  2005,  342160,      428961180,        3980.92,        2373.22,        4323.40,        1638.36,           6.17,        100.00,        10677.54
     1.000,    52054,  2005,  342162,      428961180,        3980.92,        2373.22,        4323.40,        1638.36,           6.17,        100.00,        10677.54
     1.000,    52054,  2005,  340163,      422083095,        3706.54,        2373.22,        4287.18,        1638.36,           6.17,        120.00,        10366.94
     1.000,    52054,  2005,  340772,      373559260,        1511.78,        2000.08,        2248.42,        1528.31,           4.98,         40.00,         5760.29
     1.000,    52054,  2005,  340842,      241190340,        3612.70,        2373.22,        4274.74,        1638.36,           6.17,        100.00,        10260.65
     1.000,    52054,  2005,  340659,      126756820,        2277.57,        2339.78,        3815.17,        1636.26,           5.98,         60.00,         8432.52
     1.000,    52054,  2005,  340660,      126756820,        5110.64,        2373.22,        4467.86,        1638.36,           6.17,        100.00,        11951.72
     1.000,    52054,  2005,  340183,       93389815,        3332.02,        2370.98,        4216.04,        1638.35,           6.16,        100.00,         9919.05
     1.000,    52054,  2005,  340773,       93389815,        3980.92,        2373.22,        4323.40,        1638.36,           6.17,        100.00,        10677.54
     1.000,    52054,  2005,  340781,       33908040,        1932.58,        2312.19,        3585.48,        1631.76,           5.89,         60.00,         7830.25
     1.000,    52054,  2005,  340678,       20847840,        1508.38,        1965.99,        2156.55,        1513.38,           4.89,         40.00,         5630.93
     1.000,    52054,  2005,  340782,       11302680,        1932.58,        2312.19,        3585.48,        1631.76,           5.89,         60.00,         7830.25
     1.000,    52054,  2006,  340001,    17874495695,        4314.63,        2201.10,        4017.35,        1629.36,           5.65,         60.00,        10533.08
     1.000,    52054,  2006,  340002,    10213997540,        5514.16,        2201.10,        4145.30,        1629.36,           5.65,         80.00,        11860.56
     1.000,    52054,  2006,  340003,     7660498155,        4314.63,        2201.10,        4017.35,        1629.36,           5.65,         60.00,        10533.08
     1.000,    52054,  2006,  340822,     3616570740,        4314.63,        2201.10,        4017.35,        1629.36,           5.65,         60.00,        10533.08
     1.000,    52054,  2006,  340005,     2553499385,        4291.46,        2201.10,        4014.40,        1629.36,           5.65,         60.00,        10506.96
     1.000,    52054,  2006,  340006,     2553499385,        2297.52,        2145.29,        3295.11,        1624.40,           5.41,         40.00,         7737.91
     1.000,    52054,  2006,  340771,     1307457410,        5248.44,        2201.10,        4120.25,        1629.36,           5.65,        100.00,        11569.79
     1.000,    52054,  2006,  340821,     1205523580,        4314.63,        2201.10,        4017.35,        1629.36,           5.65,         60.00,        10533.08
     1.000,    52054,  2006,  342161,      571948240,        5704.09,        2201.10,        4162.75,        1629.36,           5.65,        100.00,        12067.93
     1.000,    52054,  2006,  340841,      542678265,        4734.86,        2201.10,        4068.05,        1629.36,           5.65,        100.00,        11004.00
     1.000,    52054,  2006,  342160,      428961180,        5704.09,        2201.10,        4162.75,        1629.36,           5.65,        100.00,        12067.93
     1.000,    52054,  2006,  342162,      428961180,        5704.09,        2201.10,        4162.75,        1629.36,           5.65,        100.00,        12067.93
     1.000,    52054,  2006,  340163,      422083095,        5514.16,        2201.10,        4145.30,        1629.36,           5.65,        120.00,        11860.56
     1.000,    52054,  2006,  340772,      373559260,        2354.22,        2153.35,        3361.03,        1625.39,           5.43,         40.00,         7868.60
     1.000,    52054,  2006,  340842,      241190340,        5449.66,        2201.10,        4139.23,        1629.36,           5.65,        100.00,        11789.99
     1.000,    52054,  2006,  340659,      126756820,        4314.63,        2201.10,        4017.35,        1629.36,           5.65,         60.00,        10533.08
     1.000,    52054,  2006,  340660,      126756820,        6449.01,        2201.10,        4226.79,        1629.36,           5.65,        100.00,        12876.89
     1.000,    52054,  2006,  340183,       93389815,        5248.44,        2201.10,        4120.25,        1629.36,           5.65,        100.00,        11569.79
     1.000,    52054,  2006,  340773,       93389815,        5704.09,        2201.10,        4162.75,        1629.36,           5.65,        100.00,        12067.93
     1.000,    52054,  2006,  340781,       33908040,        3917.59,        2201.10,        3963.96,        1629.36,           5.65,         60.00,        10082.65
     1.000,    52054,  2006,  340678,       20847840,        2297.52,        2145.29,        3295.11,        1624.40,           5.41,         40.00,         7737.91
     1.000,    52054,  2006,  340782,       11302680,        3917.59,        2201.10,        3963.96,        1629.36,           5.65,         60.00,        10082.65
     1.000,    52054,  2007,  340001,    17874495695,        7450.89,        2641.79,        4443.44,        2074.87,           5.89,         60.00,        14536.12
     1.000,    52054,  2007,  340002,    10213997540,        8385.31,        2641.79,        4523.36,        2074.87,           5.89,         80.00,        15550.46
     1.000,    52054,  2007,  340003,     7660498155,        7450.89,        2641.79,        4443.44,        2074.87,           5.89,         60.00,        14536.12
     1.000,    52054,  2007,  340822,     3616570740,        7450.89,        2641.79,        4443.44,        2074.87,           5.89,         60.00,        14536.12
     1.000,    52054,  2007,  340005,     2553499385,        7427.34,        2641.79,        4441.21,        2074.87,           5.89,         60.00,        14510.35
     1.000,    52054,  2007,  340006,     2553499385,        5281.31,        2641.79,        4194.91,        2074.87,           5.89,         40.00,        12118.02
     1.000,    52054,  2007,  340771,     1307457410,        8208.23,        2641.79,        4510.08,        2074.87,           5.89,        100.00,        15360.10
     1.000,    52054,  2007,  340821,     1205523580,        7450.89,        2641.79,        4443.44,        2074.87,           5.89,         60.00,        14536.12
     1.000,    52054,  2007,  342161,      571948240,        8494.87,        2641.79,        4530.97,        2074.87,           5.89,        100.00,        15667.63
     1.000,    52054,  2007,  340841,      542678265,        7834.22,        2641.79,        4478.98,        2074.87,           5.89,        100.00,        14955.00
     1.000,    52054,  2007,  342160,      428961180,        8494.87,        2641.79,        4530.97,        2074.87,           5.89,        100.00,        15667.63
     1.000,    52054,  2007,  342162,      428961180,        8494.87,        2641.79,        4530.97,        2074.87,           5.89,        100.00,        15667.63
     1.000,    52054,  2007,  340163,      422083095,        8385.31,        2641.79,        4523.36,        2074.87,           5.89,        120.00,        15550.46
     1.000,    52054,  2007,  340772,      373559260,        5374.56,        2641.79,        4207.50,        2074.87,           5.89,         40.00,        12223.85
     1.000,    52054,  2007,  340842,      241190340,        8345.02,        2641.79,        4520.40,        2074.87,           5.89,        100.00,        15507.21
     1.000,    52054,  2007,  340659,      126756820,        7450.89,        2641.79,        4443.44,        2074.87,           5.89,         60.00,        14536.12
     1.000,    52054,  2007,  340660,      126756820,        8825.59,        2641.79,        4549.01,        2074.87,           5.89,        100.00,        16016.40
     1.000,    52054,  2007,  340183,       93389815,        8208.23,        2641.79,        4510.08,        2074.87,           5.89,        100.00,        15360.10
     1.000,    52054,  2007,  340773,       93389815,        8494.87,        2641.79,        4530.97,        2074.87,           5.89,        100.00,        15667.63
     1.000,    52054,  2007,  340781,       33908040,        7054.66,        2641.79,        4404.73,        2074.87,           5.89,         60.00,        14101.18
     1.000,    52054,  2007,  340678,       20847840,        5281.31,        2641.79,        4194.91,        2074.87,           5.89,         40.00,        12118.02
     1.000,    52054,  2007,  340782,       11302680,        7054.66,        2641.79,        4404.73,        2074.87,           5.89,         60.00,        14101.18
     1.000,    52054,  2008,  340001,    17874495695,        9434.53,        2520.65,        4911.38,        1891.15,           6.02,         60.00,        16866.56
     1.000,    52054,  2008,  340002,    10213997540,       10058.65,        2520.65,        4946.78,        1891.15,           6.02,         80.00,        17526.09
     1.000,    52054,  2008,  340003,     7660498155,        9434.53,        2520.65,        4911.38,        1891.15,           6.02,         60.00,        16866.56
     1.000,    52054,  2008,  340822,     3616570740,        9434.53,        2520.65,        4911.38,        1891.15,           6.02,         60.00,        16866.56
     1.000,    52054,  2008,  340005,     2553499385,        9415.48,        2520.65,        4910.02,        1891.15,           6.02,         60.00,        16846.15
     1.000,    52054,  2008,  340006,     2553499385,        6747.76,        2520.65,        4595.11,        1891.15,           6.02,         40.00,        13863.52
     1.000,    52054,  2008,  340771,     1307457410,        9962.06,        2520.65,        4943.11,        1891.15,           6.02,        100.00,        17425.83
     1.000,    52054,  2008,  340821,     1205523580,        9434.53,        2520.65,        4911.38,        1891.15,           6.02,         60.00,        16866.56
     1.000,    52054,  2008,  342161,      571948240,       10116.28,        2520.65,        4948.77,        1891.15,           6.02,        100.00,        17585.70
     1.000,    52054,  2008,  340841,      542678265,        9733.29,        2520.65,        4931.61,        1891.15,           6.02,        100.00,        17185.55
     1.000,    52054,  2008,  342160,      428961180,       10116.28,        2520.65,        4948.77,        1891.15,           6.02,        100.00,        17585.70
     1.000,    52054,  2008,  342162,      428961180,       10116.28,        2520.65,        4948.77,        1891.15,           6.02,        100.00,        17585.70
     1.000,    52054,  2008,  340163,      422083095,       10058.65,        2520.65,        4946.78,        1891.15,           6.02,        120.00,        17526.09
     1.000,    52054,  2008,  340772,      373559260,        6873.02,        2520.65,        4613.55,        1891.15,           6.02,         40.00,        14007.22
     1.000,    52054,  2008,  340842,      241190340,       10035.62,        2520.65,        4945.96,        1891.15,           6.02,        100.00,        17502.23
     1.000,    52054,  2008,  340659,      126756820,        9434.53,        2520.65,        4911.38,        1891.15,           6.02,         60.00,        16866.56
     1.000,    52054,  2008,  340660,      126756820,       10224.28,        2520.65,        4952.22,        1891.15,           6.02,        100.00,        17697.15
     1.000,    52054,  2008,  340183,       93389815,        9962.06,        2520.65,        4943.11,        1891.15,           6.02,        100.00,        17425.83
     1.000,    52054,  2008,  340773,       93389815,       10116.28,        2520.65,        4948.77,        1891.15,           6.02,        100.00,        17585.70
     1.000,    52054,  2008,  340781,       33908040,        9066.67,        2520.65,        4881.04,        1891.15,           6.02,         60.00,        16468.36
     1.000,    52054,  2008,  340678,       20847840,        6747.76,        2520.65,        4595.11,        1891.15,           6.02,         40.00,        13863.52
     1.000,    52054,  2008,  340782,       11302680,        9066.67,        2520.65,        4881.04,        1891.15,           6.02,         60.00,        16468.36
     1.000,    52054,  2009,  340001,    17874495695,        3298.32,        2714.49,        4733.72,        1945.99,           6.65,         60.00,        10746.53
     1.000,    52054,  2009,  340002,    10213997540,        5017.29,        2714.49,        4950.59,        1945.99,           6.65,         80.00,        12682.37
     1.000,    52054,  2009,  340003,     7660498155,        3298.32,        2714.49,        4733.72,        1945.99,           6.65,         60.00,        10746.53
     1.000,    52054,  2009,  340822,     3616570740,        3298.32,        2714.49,        4733.72,        1945.99,           6.65,         60.00,        10746.53
     1.000,    52054,  2009,  340005,     2553499385,        3264.04,        2714.49,        4729.13,        1945.99,           6.65,         60.00,        10707.66
     1.000,    52054,  2009,  340006,     2553499385,        1168.41,        2376.93,        3804.20,        1766.20,           5.48,         40.00,         7349.54
     1.000,    52054,  2009,  340771,     1307457410,        4609.46,        2714.49,        4901.77,        1945.99,           6.65,        100.00,        12225.72
     1.000,    52054,  2009,  340821,     1205523580,        3298.32,        2714.49,        4733.72,        1945.99,           6.65,         60.00,        10746.53
     1.000,    52054,  2009,  342161,      571948240,        5319.56,        2714.49,        4985.54,        1945.99,           6.65,        100.00,        13019.59
     1.000,    52054,  2009,  340841,      542678265,        3865.82,        2714.49,        4809.34,        1945.99,           6.65,        100.00,        11389.65
     1.000,    52054,  2009,  342160,      428961180,        5319.56,        2714.49,        4985.54,        1945.99,           6.65,        100.00,        13019.59
     1.000,    52054,  2009,  342162,      428961180,        5319.56,        2714.49,        4985.54,        1945.99,           6.65,        100.00,        13019.59
     1.000,    52054,  2009,  340163,      422083095,        5017.29,        2714.49,        4950.59,        1945.99,           6.65,        120.00,        12682.37
     1.000,    52054,  2009,  340772,      373559260,        1183.51,        2435.90,        3909.60,        1798.53,           5.68,         40.00,         7529.02
     1.000,    52054,  2009,  340842,      241190340,        4915.35,        2714.49,        4938.69,        1945.99,           6.65,        100.00,        12568.53
     1.000,    52054,  2009,  340659,      126756820,        3298.32,        2714.49,        4733.72,        1945.99,           6.65,         60.00,        10746.53
     1.000,    52054,  2009,  340660,      126756820,        6485.95,        2714.49,        5103.93,        1945.99,           6.65,        100.00,        14304.38
     1.000,    52054,  2009,  340183,       93389815,        4609.46,        2714.49,        4901.77,        1945.99,           6.65,        100.00,        12225.72
     1.000,    52054,  2009,  340773,       93389815,        5319.56,        2714.49,        4985.54,        1945.99,           6.65,        100.00,        13019.59
     1.000,    52054,  2009,  340781,       33908040,        2744.51,        2714.49,        4657.08,        1945.99,           6.65,         60.00,        10116.08
     1.000,    52054,  2009,  340678,       20847840,        1168.41,        2376.93,        3804.20,        1766.20,           5.48,         40.00,         7349.54
     1.000,    52054,  2009,  340782,       11302680,        2744.51,        2714.49,        4657.08,        1945.99,           6.65,         60.00,        10116.08
     1.000,    52054,  2010,  340001,    17874495695,        7292.72,        2295.89,        4035.08,        1767.47,           5.53,         60.00,        13623.68
     1.000,    52054,  2010,  340002,    10213997540,        8255.26,        2295.89,        4115.25,        1767.47,           5.53,         80.00,        14666.39
